id,category,category_slug,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit,explanation,tags
cmr-0276,Cameroun,cameroun,challenge,Quel port camerounais est specialise dans l'exportation de la banane du Sud-Ouest ?,Le port de Garoua,Le port de Bertoua,Le port de Tiko,Le port de Yagoua,C,300,30,Tiko et Limbe servent aux exportations agricoles du Sud-Ouest.,"cameroun,economie"
cmr-0277,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour etre une chanteuse de makossa de la famille Decca ?,Gaelle Enganamouit,Charles Atangana,Grace Decca,Patrick Mboma,C,300,30,Il s'agit de Grace Decca.,"cameroun,personnalites"
cmr-0278,Cameroun,cameroun,facile,Quel plat associe poulet et banane plantain frite ?,Le poulet basquaise,Le poulet tandoori,Le poulet DG,Le poulet au curry vert,C,100,20,Le poulet DG est un plat de fete.,"cameroun,culture-generale"
cmr-0279,Cameroun,cameroun,challenge,Quel changement de nom l'Etat camerounais a-t-il adopte en 1984 ?,Il est passe de Kamerun a Cameroun,Il est devenu Royaume du Cameroun,Il est devenu Republique federale,Il est passe de Republique unie du Cameroun a Republique du Cameroun,D,300,30,Le changement de denomination date du 4 fevrier 1984.,"cameroun,histoire"
cmr-0280,Cameroun,cameroun,moyen,Quel aeroport camerounais traite le plus grand trafic de passagers ?,L'aeroport de Bertoua,L'aeroport de Ngaoundere,L'aeroport international de Douala,L'aeroport de Bamenda,C,200,25,Douala est la principale porte d'entree aerienne.,"cameroun,economie"
cmr-0281,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir represente le Cameroun sur la scene athletique ?,Joseph Kingue,Solomon Tandeng Muna,Andre Onana,Daphne,A,300,30,Il s'agit de Joseph Kingue.,"cameroun,personnalites"
cmr-0282,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour etre l'un des hommes d'affaires les plus riches du Cameroun ?,Baba Danpullo,Andre-Marie Talla,Salatiel,Rigobert Song,A,200,25,Il s'agit de Baba Danpullo.,"cameroun,personnalites"
cmr-0283,Cameroun,cameroun,facile,Avec quelle feuille prepare-t-on le plat national camerounais ?,La feuille de vigne,La feuille de laurier,La feuille de ndole,La feuille de menthe,C,100,20,Le ndole doit son nom a cette feuille amere.,"cameroun,culture-generale"
cmr-0284,Cameroun,cameroun,moyen,Quel est l'ingredient principal utilise pour preparer le matango ?,la chevre et la banane plantain,le mais et les haricots,la seve du palmier,les fleurs d'hibiscus,C,200,25,Le matango se prepare avec la seve du palmier.,"cameroun,gastronomie"
cmr-0285,Cameroun,cameroun,facile,Le Cameroun est membre a la fois du Commonwealth et de quelle autre grande organisation linguistique ?,L'ASEAN,Le Mercosur,La Ligue arabe,La Francophonie,D,100,20,Le bilinguisme francais-anglais explique cette double appartenance.,"cameroun,histoire"
cmr-0286,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Mvila ?,Mundemba,Kumbo,Ebolowa,Yagoua,C,300,30,"Ebolowa est le chef-lieu du Mvila, dans la region : Sud.","cameroun,geographie,departements"
cmr-0287,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Mayo-Sava ?,Mora,Kumbo,Tchollire,Sangmelima,A,300,30,"Mora est le chef-lieu du Mayo-Sava, dans la region : Extreme-Nord.","cameroun,geographie,departements"
cmr-0288,Cameroun,cameroun,moyen,Quelle part approximative du tissu economique camerounais les PME representent-elles ?,Environ 45 %,Environ 20 %,Moins de 5 %,Plus de 90 % des entreprises,D,200,25,Les PME et TPE constituent l'essentiel des entreprises enregistrees.,"cameroun,economie"
cmr-0289,Cameroun,cameroun,challenge,De quelle region du Cameroun le nkondre de chevre est-il originaire ou le plus consomme ?,L'Ouest,Le Littoral,L'Adamaoua,Le Nord-Ouest,A,300,30,Le nkondre de chevre est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0290,Cameroun,cameroun,facile,Pourquoi surnomme-t-on le Cameroun l'Afrique en miniature ?,Parce qu'il a la plus petite population du continent,Parce qu'il est le plus petit pays d'Afrique,Parce qu'il reunit la plupart des climats et paysages du continent,Parce qu'il ne possede qu'un seul climat,C,100,20,"Desert, savane, foret, montagne et littoral coexistent au Cameroun.","cameroun,geographie"
cmr-0291,Cameroun,cameroun,facile,Quelle monnaie utilise-t-on au Cameroun ?,Le dirham,Le naira,Le franc CFA,Le cedi,C,100,20,Le Cameroun utilise le franc CFA d'Afrique centrale.,"cameroun,institutions,symboles"
cmr-0292,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour avoir recu le prix Goncourt des lyceens pour Les Impatientes ?,Ahmadou Ahidjo,Victor Fotso,K-Tino,Djaili Amadou Amal,D,200,25,Il s'agit de Djaili Amadou Amal.,"cameroun,personnalites"
cmr-0293,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Douala ?,Centre,Ouest,Littoral,Extreme-Nord,C,200,25,Douala est situee dans la region : Littoral.,"cameroun,geographie,villes"
cmr-0294,Cameroun,cameroun,facile,Quel est le chef-lieu de la region du Sud-Ouest ?,Buea,Bamenda,Ebolowa,Douala,A,100,20,Buea est le chef-lieu de la region de l'Sud-Ouest.,"cameroun,geographie,regions"
cmr-0295,Cameroun,cameroun,moyen,Comment s'appelle le championnat de football professionnel camerounais ?,La Serie A,L'Elite One,La Ligue 1 Orange,La Premier League,B,200,25,L'Elite One est la premiere division camerounaise.,"cameroun,divers"
cmr-0296,Cameroun,cameroun,moyen,"Dans le langage populaire camerounais, que designe un mbenguiste ?",Un Camerounais vivant a l'etranger,Un taxi ou vehicule de transport non officiel,"Un petit, un cadet ou un jeune",Payer ou glisser discretement de l'argent,A,200,25,Un mbenguiste : un camerounais vivant a l'etranger.,"cameroun,culture,expressions"
cmr-0297,Cameroun,cameroun,moyen,Le departement du Djerem appartient a quelle region ?,Nord,Sud-Ouest,Littoral,Adamaoua,D,200,25,Le Djerem se situe dans la region : Adamaoua.,"cameroun,geographie,departements"
cmr-0298,Cameroun,cameroun,moyen,Le departement du Mfoundi appartient a quelle region ?,Est,Nord,Centre,Ouest,C,200,25,Le Mfoundi se situe dans la region : Centre.,"cameroun,geographie,departements"
cmr-0299,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour etre une figure majeure du makossa moderne ?,Nicolas Nkoulou,Ekambi Brillant,Petit-Pays,K-Tino,C,200,25,Il s'agit de Petit-Pays.,"cameroun,personnalites"
cmr-0300,Cameroun,cameroun,challenge,Dans quel secteur d'activite intervient la SIC ?,La distribution de carburants,L'immobilier,Les telecommunications,Le transport aerien,B,300,30,La SIC est la Societe Immobiliere du Cameroun.,"cameroun,economie,entreprises"
cmr-0301,Cameroun,cameroun,challenge,Dans quelle partie du Cameroun l'ananas est-il ou est-elle principalement cultive(e) ?,Le Littoral et le Sud-Ouest,Le Centre,L'Ouest et le Nord-Ouest,L'Adamaoua,A,300,30,Pour l'ananas : il est cultive dans le Moungo.,"cameroun,economie,agriculture"
cmr-0302,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Eseka ?,Centre,Littoral,Nord,Ouest,A,200,25,Eseka est situee dans la region : Centre.,"cameroun,geographie,villes"
cmr-0303,Cameroun,cameroun,challenge,Quel est le chef-lieu du departement du Mbere ?,Douala,Bafoussam,Meiganga,Guider,C,300,30,"Meiganga est le chef-lieu du Mbere, dans la region : Adamaoua.","cameroun,geographie,departements"
cmr-0304,Cameroun,cameroun,moyen,Quel pays ne partage PAS de frontiere avec le Cameroun ?,Le Tchad,Le Gabon,Le Niger,Le Congo,C,200,25,Le Niger n'a pas de frontiere commune avec le Cameroun.,"cameroun,geographie"
cmr-0305,Cameroun,cameroun,moyen,De quelle region du Cameroun le mets de pistache est-il originaire ou le plus consomme ?,Le Centre,Le Littoral,L'Ouest,Le Sud-Ouest,A,200,25,Le mets de pistache est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0306,Cameroun,cameroun,moyen,Dans quel domaine Djaili Amadou Amal s'est-il ou s'est-elle illustre(e) ?,Les affaires et l'entrepreneuriat,La litterature,La technologie,La politique,B,200,25,Djaili Amadou Amal est connu(e) pour avoir recu le prix Goncourt des lyceens pour Les Impatientes.,"cameroun,personnalites"
cmr-0307,Cameroun,cameroun,moyen,Quel marche de Douala est l'un des plus grands marches populaires du pays ?,Le marche central de Garoua,Le marche de Foumban,Le marche Mokolo de Yaounde,Le marche de Mboppi,D,200,25,Mboppi est un immense marche de Douala.,"cameroun,culture"
cmr-0308,Cameroun,cameroun,challenge,Dans quel domaine Victor Fotso s'est-il ou s'est-elle illustre(e) ?,Le cinema,Les affaires et l'entrepreneuriat,La technologie,L'athletisme,B,300,30,Victor Fotso est connu(e) pour avoir bati un grand groupe industriel et bancaire camerounais.,"cameroun,personnalites"
cmr-0309,Cameroun,cameroun,moyen,De quelle ville camerounaise le club de football Canon Sportif est-il originaire ?,Mbouda,Yaounde,Ngoumou,Douala,B,200,25,"Canon Sportif est base a Yaounde, dans la region : Le Centre.","cameroun,sport"
cmr-0310,Cameroun,cameroun,facile,Quel fleuve traverse la ville d'Edea et alimente un barrage ?,La Sanaga,Le Congo,Le Niger,Le Nil,A,100,20,Edea est installee sur la Sanaga.,"cameroun,culture-generale"
cmr-0311,Cameroun,cameroun,moyen,Que designe la marque camerounaise Kadji Beer ?,Un chocolat a tartiner,Une eau minerale,Une biere,Une pate a tartiner,C,200,25,Kadji Beer : elle est produite par le groupe Kadji.,"cameroun,marques"
cmr-0312,Cameroun,cameroun,moyen,De quelle region du Cameroun le bil-bil est-il originaire ou le plus consomme ?,Le Centre,Le Littoral,L'Est,Le Nord,D,200,25,Le bil-bil est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0313,Cameroun,cameroun,moyen,Quelle entreprise camerounaise correspond a cette description : un brasseur installe a Douala ?,Guinness Cameroun,la SNI,Jumia Cameroun,Afriland First Bank,A,200,25,Il s'agit de Guinness Cameroun.,"cameroun,economie,entreprises"
cmr-0314,Cameroun,cameroun,moyen,Dans quelle region du Cameroun les Bamileke sont-ils principalement etablis ?,L'Est,Le Sud-Ouest,Le Nord,L'Ouest,D,200,25,Les Bamileke vivent principalement dans cette region.,"cameroun,peuples,langues"
cmr-0315,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Fundong ?,Est,Centre,Nord-Ouest,Extreme-Nord,C,200,25,Fundong est situee dans la region : Nord-Ouest.,"cameroun,geographie,villes"
cmr-0316,Cameroun,cameroun,moyen,Ou se situe le Congo par rapport au Cameroun ?,au nord-est,au sud,a l'est,au sud-est,D,200,25,Le Congo borde le Cameroun au sud-est.,"cameroun,geographie,frontieres"
cmr-0317,Cameroun,cameroun,moyen,Quelles chutes camerounaises se jettent directement dans l'ocean ?,Les chutes de la Lobe,Les chutes de Menchum,Les chutes de la Metche,Les chutes d'Ekom Nkam,A,200,25,"Les chutes de la Lobe, pres de Kribi, sont un cas rare au monde.","cameroun,geographie"
cmr-0318,Cameroun,cameroun,moyen,Quel aeroport international dessert la capitale politique du Cameroun ?,L'aeroport de Yaounde-Nsimalen,L'aeroport de Douala,L'aeroport de Garoua,L'aeroport de Maroua-Salak,A,200,25,Nsimalen est l'aeroport international de Yaounde.,"cameroun,economie"
cmr-0319,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir ecrit la piece Trois pretendants un mari ?,Rene Philombe,Guillaume Oyono Mbia,Jovi,Leonora Miano,B,300,30,Il s'agit de Guillaume Oyono Mbia.,"cameroun,personnalites"
cmr-0320,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Ngoumou ?,Centre,Adamaoua,Nord-Ouest,Est,A,200,25,Ngoumou est situee dans la region : Centre.,"cameroun,geographie,villes"
cmr-0321,Cameroun,cameroun,moyen,Dans quel domaine Le sultan Njoya s'est-il ou s'est-elle illustre(e) ?,La musique,La mode,La politique,La lutte contre la colonisation,C,200,25,Le sultan Njoya est connu(e) pour avoir invente l'ecriture shu-mom et regne sur le royaume Bamoun.,"cameroun,personnalites"
cmr-0322,Cameroun,cameroun,challenge,Dans quel secteur d'activite intervient la CICAM ?,Le textile,Le raffinage petrolier,L'agro-industrie,Le transfert d'argent,A,300,30,La CICAM est l'industrie cotonniere textile du Cameroun.,"cameroun,economie,entreprises"
cmr-0323,Cameroun,cameroun,moyen,De quelle region du Cameroun le koki est-il originaire ou le plus consomme ?,Le Centre,L'Extreme-Nord,Le Sud-Ouest,L'Adamaoua,A,200,25,Le koki est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0324,Cameroun,cameroun,moyen,Combien de fois Samuel Eto'o a-t-il remporte le Ballon d'or africain ?,Six fois,Une fois,Quatre fois,Deux fois,C,200,25,"Samuel Eto'o a ete sacre en 2003, 2004, 2005 et 2010.","cameroun,personnalites,sport,culture"
cmr-0325,Cameroun,cameroun,moyen,Dans quelle region du Cameroun les Baka sont-ils principalement etablis ?,Le Nord-Ouest,Le Littoral,Le Sud,L'Est,D,200,25,Les Baka vivent principalement dans cette region.,"cameroun,peuples,langues"
cmr-0326,Cameroun,cameroun,challenge,Quel est le taux normal de l'impot sur les societes au Cameroun ?,10 %,Environ 33 % avec les centimes additionnels,75 %,50 %,B,300,30,Le taux de base est de 30 % plus 10 % de centimes additionnels.,"cameroun,economie"
cmr-0327,Cameroun,cameroun,facile,Quelle federation gere le football au Cameroun ?,La CAF Cameroun,La LFP,La FIFA nationale,La FECAFOOT,D,100,20,La Federation Camerounaise de Football.,"cameroun,divers"
cmr-0328,Cameroun,cameroun,moyen,Quel arbre est a l'origine du fruit appele safou au Cameroun ?,Le manguier,Le cacaoyer,Le palmier dattier,Le safoutier,D,200,25,Le safou est le fruit du safoutier.,"cameroun,divers"
cmr-0329,Cameroun,cameroun,moyen,Quel organisme gere la securite sociale des travailleurs au Cameroun ?,La CNPS,La CNSS,La CNAM,L'INPS,A,200,25,La Caisse Nationale de Prevoyance Sociale.,"cameroun,institutions,symboles"
cmr-0330,Cameroun,cameroun,challenge,Quel gisement de bauxite est situe dans l'Adamaoua ?,Le gisement de Mamfe,Le gisement de Minim-Martap,Le gisement de Kribi,Le gisement de Bertoua,B,300,30,Minim-Martap est l'un des principaux gisements de bauxite du pays.,"cameroun,economie"
cmr-0331,Cameroun,cameroun,challenge,Dans quel domaine Ernest Ouandie s'est-il ou s'est-elle illustre(e) ?,La technologie,La lutte contre la colonisation,Le cinema,L'athletisme,B,300,30,Ernest Ouandie est connu(e) pour avoir ete un dirigeant de l'UPC execute en 1971.,"cameroun,personnalites"
cmr-0332,Cameroun,cameroun,moyen,Combien de departements compte la region : Littoral ?,10,4,2,7,B,200,25,La region : Littoral compte 4 departements.,"cameroun,geographie,regions"
cmr-0333,Cameroun,cameroun,moyen,Le departement du Nyong-et-Mfoumou appartient a quelle region ?,Ouest,Est,Adamaoua,Centre,D,200,25,Le Nyong-et-Mfoumou se situe dans la region : Centre.,"cameroun,geographie,departements"
cmr-0334,Cameroun,cameroun,moyen,Quelle entreprise camerounaise correspond a cette description : une banque camerounaise fondee par Paul Kammogne Fokam ?,CAMWATER,la CNPS,la SONARA,Afriland First Bank,D,200,25,Il s'agit de Afriland First Bank.,"cameroun,economie,entreprises"
cmr-0335,Cameroun,cameroun,moyen,Quel est l'ingredient principal utilise pour preparer le mbongo tchobi ?,les feuilles de manioc pilees,le mais et les haricots,la noix de palme,les epices noires grillees et le poisson,D,200,25,Le mbongo tchobi se prepare avec les epices noires grillees et le poisson.,"cameroun,gastronomie"
cmr-0336,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir ecrit Les Chauves-souris ?,Bernard Nanga,Eric Maxim Choupo-Moting,Mr Leo,Paul Kammogne Fokam,A,300,30,Il s'agit de Bernard Nanga.,"cameroun,personnalites"
cmr-0337,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour avoir popularise la chanson Margo ?,Calixthe Beyala,Locko,Rigobert Song,Tala Andre Marie,B,200,25,Il s'agit de Locko.,"cameroun,personnalites"
cmr-0338,Cameroun,cameroun,moyen,Comment surnomme-t-on la ville de Foumban ?,La cite des arts,La ville climatique,La perle du Sud,Abakwa,A,200,25,Foumban est le berceau de l'artisanat bamoun.,"cameroun,divers"
cmr-0339,Cameroun,cameroun,moyen,Le departement du Hauts-Plateaux appartient a quelle region ?,Littoral,Ouest,Est,Extreme-Nord,B,200,25,Le Hauts-Plateaux se situe dans la region : Ouest.,"cameroun,geographie,departements"
cmr-0340,Cameroun,cameroun,facile,La ville de Ngaoundere est le chef-lieu de quelle region du Cameroun ?,Extreme-Nord,Est,Nord,Adamaoua,D,100,20,Ngaoundere est le chef-lieu de la region : Adamaoua.,"cameroun,geographie,regions"
cmr-0341,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour avoir realise le film W.A.K.A. ?,Francoise Ellong,Lady Ponce,Olivier Madiba,Marie-Jose Ta Lou,A,300,30,Il s'agit de Francoise Ellong.,"cameroun,personnalites"
cmr-0342,Cameroun,cameroun,moyen,Quel est le plus long fleuve entierement camerounais ?,La Sanaga,Le Wouri,La Benoue,Le Nyong,A,200,25,La Sanaga s'etire sur environ 918 km.,"cameroun,geographie"
cmr-0343,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Lolodorf ?,Adamaoua,Sud,Ouest,Centre,B,200,25,Lolodorf est situee dans la region : Sud.,"cameroun,geographie,villes"
cmr-0344,Cameroun,cameroun,challenge,Quel parc national du Sud-Ouest est reconnu pour sa foret primaire ?,Le parc de Waza,Le parc de Bouba Ndjidah,Le parc national de Korup,Le parc de la Benoue,C,300,30,Korup est l'une des plus vieilles forets tropicales d'Afrique.,"cameroun,geographie"
cmr-0345,Cameroun,cameroun,challenge,Quelle personnalite camerounaise est connue pour etre un chanteur aveugle celebre pour Hot Koki ?,Andre-Marie Talla,Marie-Jose Ta Lou,Jean-Marie Teno,Olivier Madiba,A,300,30,Il s'agit de Andre-Marie Talla.,"cameroun,personnalites"
cmr-0346,Cameroun,cameroun,moyen,Dans quelle region du Cameroun les Kom sont-ils principalement etablis ?,Le Sud-Ouest,Le Nord-Ouest,L'Extreme-Nord,L'Est,B,200,25,Les Kom vivent principalement dans cette region.,"cameroun,peuples,langues"
cmr-0347,Cameroun,cameroun,moyen,Quelle personnalite camerounaise est connue pour avoir cree le studio Kiro'o Games et le jeu Aurion ?,Churchill Mambe,Richard Bona,Olivier Madiba,Salatiel,C,200,25,Il s'agit de Olivier Madiba.,"cameroun,personnalites"
cmr-0348,Cameroun,cameroun,facile,Que designe la marque camerounaise Mambo ?,Un service de telecommunication,Un service de mobile money,Un chocolat a tartiner,Une pate a tartiner,C,100,20,Mambo : il est produit par Chococam.,"cameroun,marques"
cmr-0349,Cameroun,cameroun,moyen,Dans quelle region du Cameroun les Mbo sont-ils principalement etablis ?,Le Sud,L'Extreme-Nord,Le Centre,Le Littoral,D,200,25,Les Mbo vivent principalement dans cette region.,"cameroun,peuples,langues"
cmr-0350,Cameroun,cameroun,challenge,Dans quel domaine Francoise Ellong s'est-il ou s'est-elle illustre(e) ?,L'athletisme,Le cinema,La politique,La technologie,B,300,30,Francoise Ellong est connu(e) pour avoir realise le film W.A.K.A..,"cameroun,personnalites"
cmr-0351,Cameroun,cameroun,moyen,Le departement du Meme appartient a quelle region ?,Nord,Extreme-Nord,Sud-Ouest,Littoral,C,200,25,Le Meme se situe dans la region : Sud-Ouest.,"cameroun,geographie,departements"
cmr-0352,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Abong-Mbang ?,Nord-Ouest,Est,Sud,Extreme-Nord,B,200,25,Abong-Mbang est situee dans la region : Est.,"cameroun,geographie,villes"
cmr-0353,Cameroun,cameroun,moyen,Quelle affirmation est exacte a propos du coton au Cameroun ?,"En resume, il pousse en zone chaude et humide","En resume, il est une cereale de base des hautes terres","En resume, la region de Maroua en est un bassin reconnu","En resume, il est encadre par la SODECOTON",D,200,25,Pour le coton : il est encadre par la SODECOTON.,"cameroun,economie,agriculture"
cmr-0354,Cameroun,cameroun,facile,La ville de Yaounde est le chef-lieu de quelle region du Cameroun ?,Nord-Ouest,Centre,Sud-Ouest,Est,B,100,20,Yaounde est le chef-lieu de la region : Centre.,"cameroun,geographie,regions"
cmr-0355,Cameroun,cameroun,moyen,Ou se situe le Nigeria par rapport au Cameroun ?,au sud-ouest,a l'ouest et au nord-ouest,au sud,a l'est,B,200,25,Le Nigeria borde le Cameroun a l'ouest et au nord-ouest.,"cameroun,geographie,frontieres"
cmr-0356,Cameroun,cameroun,facile,Quelle est la devise de la Republique du Cameroun ?,Unite - Progres - Justice,Paix - Travail - Patrie,Liberte - Egalite - Fraternite,Force - Union - Avenir,B,100,20,La devise nationale est Paix - Travail - Patrie.,"cameroun,institutions,symboles"
cmr-0357,Cameroun,cameroun,challenge,Combien d'Etats membres compte la CEMAC ?,Six,Quinze,Quatre,Huit,A,300,30,"Cameroun, Congo, Gabon, Guinee equatoriale, RCA et Tchad.","cameroun,institutions,symboles"
cmr-0358,Cameroun,cameroun,moyen,Quelle langue vehiculaire est largement parlee dans le Grand Nord du Cameroun ?,L'ewondo,Le douala,Le bassa,Le fulfulde,D,200,25,Le fulfulde est la langue des Peuls et sert de langue d'echange.,"cameroun,culture"
cmr-0359,Cameroun,cameroun,moyen,Le departement du Mayo-Rey appartient a quelle region ?,Nord,Est,Ouest,Centre,A,200,25,Le Mayo-Rey se situe dans la region : Nord.,"cameroun,geographie,departements"
cmr-0360,Cameroun,cameroun,moyen,Quel diplome sanctionne le cycle secondaire anglophone au Cameroun ?,Le GCE Advanced Level,Le baccalaureat,Le BEPC,Le CEP,A,200,25,Le General Certificate of Education est delivre par le GCE Board.,"cameroun,culture"
cmr-0361,Cameroun,cameroun,moyen,Le departement du Mayo-Louti appartient a quelle region ?,Nord,Est,Nord-Ouest,Centre,A,200,25,Le Mayo-Louti se situe dans la region : Nord.,"cameroun,geographie,departements"
cmr-0362,Cameroun,cameroun,moyen,Quel corridor routier relie Douala a N'Djamena et Bangui ?,Le corridor Abidjan-Lagos,Le corridor du Nil,Le corridor Nord-Sud,Le corridor Douala-Tchad-RCA,D,200,25,Le port de Douala sert de porte d'entree pour le Tchad et la RCA.,"cameroun,economie"
cmr-0363,Cameroun,cameroun,challenge,Quel rythme musical est associe a la region de l'Ouest ?,Le bikutsi,Le makossa,L'assiko,Le bend-skin,D,300,30,Le bend-skin est ne dans les Grassfields de l'Ouest.,"cameroun,personnalites,sport,culture"
cmr-0364,Cameroun,cameroun,facile,De quelle region du Cameroun le poulet DG est-il originaire ou le plus consomme ?,L'Ouest,Le Littoral,L'Extreme-Nord,Le Centre,B,100,20,Le poulet DG est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0365,Cameroun,cameroun,moyen,En quelle annee le multipartisme a-t-il ete retabli au Cameroun ?,1990,1985,1996,1982,A,200,25,La loi sur les libertes date du 19 decembre 1990.,"cameroun,histoire"
cmr-0366,Cameroun,cameroun,moyen,Quelle organisation regionale harmonise le droit des affaires dans 17 pays africains ?,L'OHADA,La CNUCED,L'OMC,Le FMI,A,200,25,"L'OHADA harmonise le droit commercial, comptable et des societes.","cameroun,economie"
cmr-0367,Cameroun,cameroun,challenge,De quelle region du Cameroun le katikati est-il originaire ou le plus consomme ?,Le Nord-Ouest,Le Nord,Le Sud-Ouest,L'Est,A,300,30,Le katikati est surtout associe a cette region.,"cameroun,gastronomie"
cmr-0368,Cameroun,cameroun,moyen,Dans quel domaine Lady Ponce s'est-il ou s'est-elle illustre(e) ?,Le cinema,La musique,La politique,La lutte contre la colonisation,B,200,25,Lady Ponce est connu(e) pour etre une reine du bikutsi.,"cameroun,personnalites"
cmr-0369,Cameroun,cameroun,moyen,Le departement du Mefou-et-Akono appartient a quelle region ?,Centre,Nord-Ouest,Ouest,Nord,A,200,25,Le Mefou-et-Akono se situe dans la region : Centre.,"cameroun,geographie,departements"
cmr-0370,Cameroun,cameroun,moyen,Dans quelle partie du Cameroun le cafe robusta est-il ou est-elle principalement cultive(e) ?,Le Littoral et le Sud-Ouest,Le Sud et l'Est,L'Adamaoua,Le Grand Nord,A,200,25,Pour le cafe robusta : il pousse en zone chaude et humide.,"cameroun,economie,agriculture"
cmr-0371,Cameroun,cameroun,moyen,Dans quel secteur d'activite intervient Chococam ?,Le raffinage petrolier,Les telecommunications,Le coton,L'agroalimentaire,D,200,25,Chococam est le fabricant de chocolats et confiseries.,"cameroun,economie,entreprises"
cmr-0372,Cameroun,cameroun,moyen,Comment appelle-t-on le chef traditionnel peul dans le Nord du Cameroun ?,Le Sultan de Douala,Le Lamido,Le Fon,Le Mfon Sawa,B,200,25,Le lamidat est l'institution traditionnelle peule.,"cameroun,culture"
cmr-0373,Cameroun,cameroun,moyen,Comment appelle-t-on l'hymne national camerounais ?,Le Chant de Ralliement,Le Chant du Wouri,L'Hymne de l'Unite,La Marche des Lions,A,200,25,O Cameroun berceau de nos ancetres est appele le Chant de Ralliement.,"cameroun,institutions,symboles"
cmr-0374,Cameroun,cameroun,moyen,Quel est l'ingredient principal utilise pour preparer l'eru ?,le taro et l'huile de palme aux epices,les feuilles d'eru et le waterleaf,les feuilles de gnetum,les haricots ecrases,B,200,25,L'eru se prepare avec les feuilles d'eru et le waterleaf.,"cameroun,gastronomie"
cmr-0375,Cameroun,cameroun,moyen,Quelle entreprise camerounaise correspond a cette description : une cimenterie du groupe nigerian Dangote a Douala ?,Dangote Cement Cameroun,Jumia Cameroun,le PAD,Bocom,A,200,25,Il s'agit de Dangote Cement Cameroun.,"cameroun,economie,entreprises"
cmr-0376,Cameroun,cameroun,facile,Dans quel domaine Paul Biya s'est-il ou s'est-elle illustre(e) ?,La politique,Les affaires et l'entrepreneuriat,La technologie,La musique,A,100,20,Paul Biya est connu(e) pour etre devenu president du Cameroun le 6 novembre 1982.,"cameroun,personnalites"
cmr-0377,Cameroun,cameroun,challenge,Quel rocher emblematique se trouve sur la cote de Kribi ?,Le Rocher de Manoka,Le Rocher du Lion,La Pierre de Buea,Le Rocher du Loup,D,300,30,Le Rocher du Loup est un site touristique de Kribi.,"cameroun,culture"
cmr-0378,Cameroun,cameroun,facile,Que designe la marque camerounaise Top ?,Une boisson gazeuse,Un service de mobile money,Un chocolat a tartiner,Une eau minerale,A,100,20,Top : elle est declinee en plusieurs parfums fruites.,"cameroun,marques"
cmr-0379,Cameroun,cameroun,moyen,Dans quel domaine Francoise Mbango Etone s'est-il ou s'est-elle illustre(e) ?,La politique,La musique,L'athletisme,Le cinema,C,200,25,Francoise Mbango Etone est connu(e) pour avoir remporte deux titres olympiques au triple saut en 2004 et 2008.,"cameroun,personnalites"
cmr-0380,Cameroun,cameroun,facile,Quel instrument Manu Dibango jouait-il principalement ?,La guitare,Le piano,Le saxophone,La trompette,C,100,20,Manu Dibango etait saxophoniste et vibraphoniste.,"cameroun,personnalites,sport,culture"
cmr-0381,Cameroun,cameroun,facile,Quelle couleur figure au centre du drapeau camerounais ?,Le rouge,Le blanc,Le noir,Le bleu,A,100,20,La bande rouge occupe le centre du drapeau.,"cameroun,culture-generale"
cmr-0382,Cameroun,cameroun,challenge,Quelle danse traditionnelle est associee aux Grassfields du Nord-Ouest ?,Le makossa,Le njang,L'assiko,Le bikutsi,B,300,30,Le njang accompagne les ceremonies dans le Nord-Ouest.,"cameroun,culture"
cmr-0383,Cameroun,cameroun,moyen,Dans quelle region du Cameroun se trouve la ville de Bafia ?,Ouest,Sud,Centre,Adamaoua,C,200,25,Bafia est situee dans la region : Centre.,"cameroun,geographie,villes"
