id,category,category_slug,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit,explanation,tags
mix-0241,Challenge Mixte,mixte,challenge,Combien d'universites d'Etat le Cameroun compte-t-il aujourd'hui ?,Onze,Vingt,Trois,Six,A,300,30,"Aux huit universites historiques se sont ajoutees Bertoua, Ebolowa et Garoua.","mixte,cameroun,culture"
mix-0242,Challenge Mixte,mixte,challenge,"Quel professionnel du numerique a pour mission de : Organiser, securiser et optimiser le stockage des donnees ?",un specialiste du support client en ligne,un gestionnaire de bases de donnees,un developpeur web,un expert en cybersecurite,B,300,30,Il s'agit d'un gestionnaire de bases de donnees.,"mixte,innovation,metiers"
mix-0243,Challenge Mixte,mixte,facile,A quelle categorie d'outils appartient un assistant IA conversationnel ?,La gestion,L'intelligence artificielle,La formation,La numerisation,B,100,20,Un assistant IA conversationnel appartient a cette categorie : l'intelligence artificielle.,"mixte,innovation,outils"
mix-0244,Challenge Mixte,mixte,moyen,Une boutique realise 96 000 FCFA de ventes aupres de 48 clients dans la semaine. Quel est le panier moyen ?,2 000 FCFA,4 000 FCFA,1 000 FCFA,48 FCFA,A,200,25,Panier moyen = CA / nombre de clients = 96 000 FCFA / 48 = 2 000 FCFA.,"mixte,entrepreneuriat,calcul,indicateurs"
mix-0245,Challenge Mixte,mixte,moyen,Le departement du Momo appartient a quelle region ?,Adamaoua,Sud,Nord,Nord-Ouest,D,200,25,Le Momo se situe dans la region : Nord-Ouest.,"mixte,cameroun,geographie,departements"
mix-0246,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe le marketing mix ?",Un particulier qui investit son propre argent dans une jeune entreprise,La facon dont l'entreprise cree de la valeur et gagne de l'argent,"La combinaison produit, prix, distribution et communication",La capacite d'une activite a grandir sans que les couts augmentent proportionnellement,C,200,25,"Le marketing mix : la combinaison produit, prix, distribution et communication.","mixte,entrepreneuriat,glossaire"
mix-0247,Challenge Mixte,mixte,moyen,Quel est l'ingredient principal utilise pour preparer le njama njama ?,"la morelle noire, un legume-feuille",le pain garni de spaghetti et d'omelette,les epices noires grillees et le poisson,le taro pile et la soupe jaune,A,200,25,"Le njama njama se prepare avec la morelle noire, un legume-feuille.","mixte,cameroun,gastronomie"
mix-0248,Challenge Mixte,mixte,facile,Quel est le principal benefice de cette demarche : permettre a un client de retrouver une fiche produit en magasin ?,Produire des visuels corrects a faible cout,Donner acces a l'information sans vendeur disponible,Fiabiliser les chiffres transmis aux clients,Observer l'etat des cultures sans se deplacer partout,B,100,20,Le gain principal : donner acces a l'information sans vendeur disponible.,"mixte,innovation,usages"
mix-0249,Challenge Mixte,mixte,moyen,Pour quelle contribution Tim Berners-Lee est-il ou est-elle connu(e) ?,la vaccination moderne et la pasteurisation,la telegraphie sans fil,le premier vol motorise controle,le World Wide Web,D,200,25,Tim Berners-Lee est associe(e) a le World Wide Web.,"mixte,innovation,histoire"
mix-0250,Challenge Mixte,mixte,moyen,Une intelligence artificielle comprend-elle vraiment le sens de ce qu'elle ecrit ?,"Oui, elle possede une conscience","Oui, exactement comme un humain","Non, elle produit des reponses probables a partir de donnees d'entrainement","Oui, elle a des emotions",C,200,25,"L'IA calcule des probabilites, elle ne comprend pas comme un humain.","mixte,innovation,comprehension"
mix-0251,Challenge Mixte,mixte,facile,Quel journal quotidien public parait au Cameroun ?,Le Monde,Cameroon Tribune,The Guardian,Jeune Afrique,B,100,20,Cameroon Tribune est le quotidien national bilingue.,"mixte,cameroun,divers"
mix-0252,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : Un appareil tactile intermediaire entre le telephone et l'ordinateur ?,les donnees personnelles,un panier d'achat,une tablette,la e-reputation,C,100,20,Il s'agit d'une tablette.,"mixte,innovation,glossaire"
mix-0253,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : Un service qui repond a des commandes prononcees a voix haute ?,un abonne,une tablette,un identifiant,un assistant vocal,D,100,20,Il s'agit d'un assistant vocal.,"mixte,innovation,glossaire"
mix-0254,Challenge Mixte,mixte,challenge,Quelle personnalite camerounaise est connue pour avoir ecrit la piece Trois pretendants un mari ?,Rene Philombe,Guillaume Oyono Mbia,Jovi,Leonora Miano,B,300,30,Il s'agit de Guillaume Oyono Mbia.,"mixte,cameroun,personnalites"
mix-0255,Challenge Mixte,mixte,challenge,Dans quel secteur d'activite intervient Tradex ?,Les hydrocarbures,La banque,La distribution de carburants,La protection sociale,C,300,30,Tradex est un distributeur de produits petroliers.,"mixte,cameroun,economie,entreprises"
mix-0256,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : Un message d'information envoye regulierement a une liste d'abonnes ?,une newsletter,l'automatisation,un taux de disponibilite,le numerique responsable,A,100,20,Il s'agit d'une newsletter.,"mixte,innovation,glossaire"
mix-0257,Challenge Mixte,mixte,facile,Quel produit agricole d'exportation place le Cameroun parmi les premiers producteurs mondiaux ?,Le riz,La vigne,Le cacao,Le ble,C,100,20,Le Cameroun est un acteur majeur du cacao mondial.,"mixte,cameroun,economie"
mix-0258,Challenge Mixte,mixte,moyen,Le departement du Mayo-Tsanaga appartient a quelle region ?,Littoral,Extreme-Nord,Sud,Adamaoua,B,200,25,Le Mayo-Tsanaga se situe dans la region : Extreme-Nord.,"mixte,cameroun,geographie,departements"
mix-0259,Challenge Mixte,mixte,moyen,Quel surnom porte l'equipe nationale feminine de football du Cameroun ?,Les Etoiles,Les Lionnes Indomptables,Les Panthers,Les Gazelles,B,200,25,Les Lionnes Indomptables ont dispute plusieurs Coupes du monde.,"mixte,cameroun,personnalites,sport,culture"
mix-0260,Challenge Mixte,mixte,moyen,"Dans le monde numerique, que designe l'innovation incrementale ?",L'usage de l'intelligence artificielle dans le respect des personnes et de la loi,"Une periode ou le service est accessible sans payer, pour le tester",L'usage de donnees et de capteurs pour optimiser les cultures,Une amelioration progressive d'un produit ou service existant,D,200,25,L'innovation incrementale : une amelioration progressive d'un produit ou service existant.,"mixte,innovation,glossaire"
mix-0261,Challenge Mixte,mixte,moyen,Dans quel secteur d'activite intervient Afriland First Bank ?,Le transport ferroviaire,La banque,La logistique portuaire,Les hydrocarbures,B,200,25,Afriland First Bank est une banque camerounaise fondee par Paul Kammogne Fokam.,"mixte,cameroun,economie,entreprises"
mix-0262,Challenge Mixte,mixte,facile,"Dans le langage populaire camerounais, que designe ashia ?",Un taxi ou vehicule de transport non officiel,Une formule de compassion ou d'encouragement,Une combine ou un arrangement pour obtenir quelque chose,"S'etonner, etre surpris",B,100,20,Ashia : une formule de compassion ou d'encouragement.,"mixte,cameroun,culture,expressions"
mix-0263,Challenge Mixte,mixte,challenge,Quelle personnalite camerounaise est connue pour avoir cree le moteur de recherche d'emploi Njorku ?,Churchill Mambe,Eric Maxim Choupo-Moting,Andre Onana,Ni John Fru Ndi,A,300,30,Il s'agit de Churchill Mambe.,"mixte,cameroun,personnalites"
mix-0264,Challenge Mixte,mixte,moyen,Comment appelle-t-on ceci : Ce que l'entreprise possede ?,le marketing mix,un entrepreneur,un local commercial,un actif,D,200,25,Il s'agit d'un actif.,"mixte,entrepreneuriat,glossaire"
mix-0265,Challenge Mixte,mixte,facile,Comment reagir face a une video suspecte partagee sur les reseaux ?,Verifier la source et croiser avec des medias fiables avant de partager,La croire sans reflechir,L'utiliser comme preuve officielle,La partager immediatement,A,100,20,La verification limite la propagation de fausses informations.,"mixte,innovation,comprehension"
mix-0266,Challenge Mixte,mixte,facile,Quel est l'ingredient principal utilise pour preparer le bobolo ?,les haricots ecrases,le manioc fermente,la noix de palme,les feuilles de manioc pilees,B,100,20,Le bobolo se prepare avec le manioc fermente.,"mixte,cameroun,gastronomie"
mix-0267,Challenge Mixte,mixte,moyen,De quelle region du Cameroun le water fufu est-il originaire ou le plus consomme ?,Le Centre,Le Sud-Ouest,L'Est,Le Nord-Ouest,B,200,25,Le water fufu est surtout associe a cette region.,"mixte,cameroun,gastronomie"
mix-0268,Challenge Mixte,mixte,moyen,Qui est a l'origine de cette avancee : le test de Turing et les bases de l'informatique moderne ?,Geoffrey Hinton,Yann LeCun,Alan Turing,Tim Berners-Lee,C,200,25,Il s'agit de Alan Turing.,"mixte,innovation,histoire"
mix-0269,Challenge Mixte,mixte,facile,Que faire d'un echec entrepreneurial ?,Renoncer definitivement,En tirer des enseignements pour le projet suivant,Accuser uniquement les autres,Le cacher et l'oublier,B,100,20,L'echec est une source d'apprentissage.,"mixte,entrepreneuriat,posture"
mix-0270,Challenge Mixte,mixte,moyen,Quel terme correspond a cette definition : Une monnaie numerique fonctionnant sans banque centrale ?,un identifiant,une cryptomonnaie,un code-barres,la telemedecine,B,200,25,Il s'agit d'une cryptomonnaie.,"mixte,innovation,glossaire"
mix-0271,Challenge Mixte,mixte,moyen,Le departement du Mayo-Louti appartient a quelle region ?,Nord,Est,Nord-Ouest,Centre,A,200,25,Le Mayo-Louti se situe dans la region : Nord.,"mixte,cameroun,geographie,departements"
mix-0272,Challenge Mixte,mixte,moyen,Dans quel secteur d'activite Netflix s'est-elle developpee ?,Le transport aerien et la musique,L'investissement,Les logiciels d'entreprise,Le streaming video,D,200,25,Netflix intervient dans : le streaming video.,"mixte,entrepreneuriat,figures"
mix-0273,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe un pitch deck ?",Le principe selon lequel les biens personnels peuvent etre engages,La presentation visuelle d'un projet destinee aux investisseurs,Une organisation detenue et geree par ses membres pour leur benefice commun,L'accord qui lie l'employeur et le salarie,B,200,25,Un pitch deck : la presentation visuelle d'un projet destinee aux investisseurs.,"mixte,entrepreneuriat,glossaire"
mix-0274,Challenge Mixte,mixte,facile,"Comment appelle-t-on ceci : Le document qui presente le projet, le marche, la strategie et les previsions financieres ?",un business plan,un actionnariat salarie,un contrat de travail,un associe,A,100,20,Il s'agit d'un business plan.,"mixte,entrepreneuriat,glossaire"
mix-0275,Challenge Mixte,mixte,moyen,Quel terme correspond a cette definition : Un petit fichier depose par un site pour retenir des informations sur la visite ?,un cookie,la synthese vocale,le pilotage par la donnee,un paiement fractionne,A,200,25,Il s'agit d'un cookie.,"mixte,innovation,glossaire"
mix-0276,Challenge Mixte,mixte,moyen,Qu'est-ce qu'un avantage concurrentiel durable ?,Un prix bas temporaire,Une promotion valable une journee,Un local plus grand,Un atout difficile a copier par les concurrents,D,200,25,La durabilite vient de la difficulte d'imitation.,"mixte,entrepreneuriat,marketing"
mix-0277,Challenge Mixte,mixte,facile,Le Cameroun partage-t-il une frontiere terrestre avec le Nigeria ?,Oui,"Non, il en est separe par un ocean","Non, ce pays n'existe pas en Afrique","Non, il en est separe par un autre pays",A,100,20,Le Nigeria est bien un voisin du Cameroun (a l'ouest et au nord-ouest).,"mixte,cameroun,geographie,frontieres"
mix-0278,Challenge Mixte,mixte,facile,Une entreprise vend 125 produits a 2 000 FCFA l'unite. Quel est son chiffre d'affaires ?,25 000 FCFA,250 000 FCFA,500 000 FCFA,125 000 FCFA,B,100,20,Chiffre d'affaires = prix x quantite = 2 000 FCFA x 125 = 250 000 FCFA.,"mixte,entrepreneuriat,calcul,chiffre-affaires"
mix-0279,Challenge Mixte,mixte,facile,Quelle est la premiere etape d'un entretien de vente reussi ?,Parler de soi pendant dix minutes,Reciter tout le catalogue,Annoncer le prix immediatement,Comprendre le besoin du client en posant des questions,D,100,20,La decouverte du besoin precede l'argumentaire.,"mixte,entrepreneuriat,vente"
mix-0280,Challenge Mixte,mixte,moyen,Quelle entreprise Phil Knight a-t-il ou a-t-elle fondee ou dirigee ?,Nike,SoleRebels,Kiro'o Games,Netflix,A,200,25,"Phil Knight : Nike - secteur l'equipement sportif, les Etats-Unis.","mixte,entrepreneuriat,figures"
mix-0281,Challenge Mixte,mixte,facile,Le Cameroun partage-t-il une frontiere terrestre avec le Congo ?,Oui,"Non, il en est separe par un autre pays","Non, ce pays n'existe pas en Afrique","Non, il en est separe par un ocean",A,100,20,Le Congo est bien un voisin du Cameroun (au sud-est).,"mixte,cameroun,geographie,frontieres"
mix-0282,Challenge Mixte,mixte,facile,Quel est le chef-lieu de la region du Centre ?,Ebolowa,Yaounde,Bamenda,Ngaoundere,B,100,20,Yaounde est le chef-lieu de la region de l'Centre.,"mixte,cameroun,geographie,regions"
mix-0283,Challenge Mixte,mixte,moyen,Que faire face a l'objection c'est trop cher ?,Dire au client qu'il a tort,"Reformuler, comprendre la reference du client et rappeler la valeur apportee",Baisser le prix immediatement,Mettre fin a la discussion,B,200,25,"Une objection prix se traite par la valeur, pas par la remise reflexe.","mixte,entrepreneuriat,vente"
mix-0284,Challenge Mixte,mixte,challenge,Quel est le chef-lieu du departement du Ocean ?,Kribi,Bandjoun,Abong-Mbang,Tignere,A,300,30,"Kribi est le chef-lieu du Ocean, dans la region : Sud.","mixte,cameroun,geographie,departements"
mix-0285,Challenge Mixte,mixte,challenge,"Un produit est achete 2 400 FCFA et vendu 3 000 FCFA. Quel est le taux de marge, calcule sur le prix de vente ?",20 %,30 %,80 %,25 %,A,300,30,Taux de marge = (PV - PA) / PV x 100 = 20 %.,"mixte,entrepreneuriat,calcul,marge"
mix-0286,Challenge Mixte,mixte,moyen,Dans quel domaine Alexander Fleming a-t-il ou a-t-elle laisse sa marque ?,Internet,La sante,L'energie,L'intelligence artificielle,B,200,25,Alexander Fleming a marque ce domaine : La sante.,"mixte,innovation,histoire"
mix-0287,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : Un fichier consultable et modifiable a plusieurs en ligne ?,une carte SIM,un MOOC,un programme de fidelite numerique,un document partage,D,100,20,Il s'agit d'un document partage.,"mixte,innovation,glossaire"
mix-0288,Challenge Mixte,mixte,facile,Qui est a l'origine de cette avancee : l'ampoule electrique commercialisable ?,Thomas Edison,Alexander Graham Bell,Yann LeCun,Tim Berners-Lee,A,100,20,Il s'agit de Thomas Edison.,"mixte,innovation,histoire"
mix-0289,Challenge Mixte,mixte,facile,Dans quelle partie du Cameroun le manioc est-il ou est-elle principalement cultive(e) ?,Le Littoral et le Sud-Ouest,Le Sud et l'Est,L'Adamaoua,Le Grand Nord,B,100,20,"Pour le manioc : il sert a preparer bobolo, gari et miondo.","mixte,cameroun,economie,agriculture"
mix-0290,Challenge Mixte,mixte,challenge,A quelle categorie d'outils appartient un VPN ?,L'intelligence artificielle,Le stockage,La bureautique,La securite,D,300,30,Un VPN appartient a cette categorie : la securite.,"mixte,innovation,outils"
mix-0291,Challenge Mixte,mixte,facile,A quoi sert principalement un scanner de documents sur telephone ?,Creer des diaporamas pour presenter un projet,Echanger des messages en temps reel,Numeriser des papiers avec l'appareil photo,Organiser des donnees et faire des calculs,C,100,20,Un scanner de documents sur telephone sert a : numeriser des papiers avec l'appareil photo.,"mixte,innovation,outils"
mix-0292,Challenge Mixte,mixte,moyen,"Dans le monde numerique, que designe l'IA generative ?","Un service utilisable directement depuis un navigateur, sans installation","Un logiciel dont le code peut etre utilise, modifie et partage librement",Le partage de la connexion internet d'un telephone avec d'autres appareils,"Une intelligence artificielle capable de produire du texte, des images ou du son",D,200,25,"L'IA generative : une intelligence artificielle capable de produire du texte, des images ou du son.","mixte,innovation,glossaire"
mix-0293,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : La transformation automatique de la parole en texte ?,une signature electronique,un contrat de maintenance,la reconnaissance vocale,un ordinateur portable,C,100,20,Il s'agit de la reconnaissance vocale.,"mixte,innovation,glossaire"
mix-0294,Challenge Mixte,mixte,facile,Votre premier prototype ne plait pas aux clients testeurs. Quelle attitude adopter ?,Ecouter leurs remarques et ameliorer le produit,Ignorer les avis et lancer la production,Abandonner definitivement le projet,Accuser les clients de ne rien comprendre,A,100,20,Les retours negatifs sont une information precieuse.,"mixte,entrepreneuriat,mise-en-situation"
mix-0295,Challenge Mixte,mixte,moyen,Quel terme correspond a cette definition : Une innovation qui bouleverse un marche et remplace les solutions existantes ?,une visioconference,la verification des sources,l'innovation de rupture,un programme de fidelite numerique,C,200,25,Il s'agit de l'innovation de rupture.,"mixte,innovation,glossaire"
mix-0296,Challenge Mixte,mixte,moyen,Dans quel domaine Baba Danpullo s'est-il ou s'est-elle illustre(e) ?,Les affaires et l'entrepreneuriat,Le cinema,La musique,La lutte contre la colonisation,A,200,25,Baba Danpullo est connu(e) pour etre l'un des hommes d'affaires les plus riches du Cameroun.,"mixte,cameroun,personnalites"
mix-0297,Challenge Mixte,mixte,facile,"Dans le monde numerique, que designe un PDF ?",L'accord qui organise l'entretien et le depannage d'un systeme,Une technologie qui plonge l'utilisateur dans un environnement entierement simule,Un message texte court envoye par le reseau telephonique,Un format de document qui conserve la mise en page a l'identique,D,100,20,Un PDF : un format de document qui conserve la mise en page a l'identique.,"mixte,innovation,glossaire"
mix-0298,Challenge Mixte,mixte,moyen,De quel pays Coco Chanel est-il ou est-elle originaire ?,le Ghana,le Soudan,la France,le Nigeria,C,200,25,Coco Chanel est originaire de ce pays : la France.,"mixte,entrepreneuriat,figures"
mix-0299,Challenge Mixte,mixte,moyen,Un produit coute 2 500 FCFA a produire. L'entrepreneur veut une marge de 50 % sur ce cout. A quel prix doit-il le vendre ?,7 500 FCFA,3 750 FCFA,1 250 FCFA,2 500 FCFA,B,200,25,Prix = cout x (1 + marge) = 2 500 FCFA x 1.50 = 3 750 FCFA.,"mixte,entrepreneuriat,calcul,prix"
mix-0300,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe un bail ?",Le contrat de location d'un local,Le regroupement de deux entreprises en une seule entite,Une charge qui ne varie pas avec le volume d'activite,Un accord de cooperation entre deux organisations,A,200,25,Un bail : le contrat de location d'un local.,"mixte,entrepreneuriat,glossaire"
mix-0301,Challenge Mixte,mixte,moyen,Vous constatez que vos clients reviennent surtout grace au bouche-a-oreille. Comment l'amplifier ?,Interdire aux clients d'en parler,Augmenter les prix sans prevenir,Encourager le parrainage et soigner la qualite de service,Supprimer le service apres-vente,C,200,25,Le parrainage structure le bouche-a-oreille.,"mixte,entrepreneuriat,mise-en-situation"
mix-0302,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe un marche public ?",La vente de produits ou services vers un autre pays,"L'analyse des forces, faiblesses, opportunites et menaces",L'espace physique ou l'entreprise recoit ses clients,Un contrat passe par une administration avec une entreprise,D,200,25,Un marche public : un contrat passe par une administration avec une entreprise.,"mixte,entrepreneuriat,glossaire"
mix-0303,Challenge Mixte,mixte,moyen,Dans quelle region du Cameroun se trouve la ville de Garoua-Boulai ?,Ouest,Sud,Nord,Est,D,200,25,Garoua-Boulai est situee dans la region : Est.,"mixte,cameroun,geographie,villes"
mix-0304,Challenge Mixte,mixte,facile,Comment appelle-t-on ceci : Le temps entre la commande et la remise du produit au client ?,une etude de marche,la gouvernance,un delai de livraison,une facture,C,100,20,Il s'agit d'un delai de livraison.,"mixte,entrepreneuriat,glossaire"
mix-0305,Challenge Mixte,mixte,facile,Quel terme correspond a cette definition : La formation a distance via des supports numeriques ?,un abandon de panier,un profil en ligne,l'e-learning,un nom de domaine,C,100,20,Il s'agit de l'e-learning.,"mixte,innovation,glossaire"
mix-0306,Challenge Mixte,mixte,moyen,"Pour fabriquer un produit, un artisan depense 2 200 FCFA de matieres, 900 FCFA de main-d'oeuvre et 400 FCFA d'autres charges. Quel est son prix de revient ?",7 000 FCFA,1 300 FCFA,3 500 FCFA,2 200 FCFA,C,200,25,Prix de revient = 2 200 FCFA + 900 FCFA + 400 FCFA = 3 500 FCFA.,"mixte,entrepreneuriat,calcul,couts"
mix-0307,Challenge Mixte,mixte,moyen,"Dans le monde numerique, que designe un serveur ?",Un ordinateur qui fournit des services ou des donnees a d'autres appareils,Un modele ou des particuliers partagent biens et services via des plateformes,Un espace de rangement qui regroupe des fichiers,Un site qui met en relation de nombreux vendeurs et acheteurs,A,200,25,Un serveur : un ordinateur qui fournit des services ou des donnees a d'autres appareils.,"mixte,innovation,glossaire"
mix-0308,Challenge Mixte,mixte,moyen,Quel stade de Yaounde a accueilli des matchs de la CAN 2021 ?,Le stade Reunification de Douala,Le stade de Limbe uniquement,Le stade de Bafoussam uniquement,Le stade Olembe,D,200,25,"Le stade Olembe, aussi appele stade Paul Biya.","mixte,cameroun,personnalites,sport,culture"
mix-0309,Challenge Mixte,mixte,facile,Quel outil numerique permet de : Traduire rapidement un texte d'une langue a une autre ?,un outil de creation graphique en ligne,un outil de traduction en ligne,un outil de gestion de taches,une application de messagerie instantanee,B,100,20,Il s'agit d'un outil de traduction en ligne.,"mixte,innovation,outils"
mix-0310,Challenge Mixte,mixte,moyen,"Dans le monde numerique, que designe une politique de confidentialite ?",Le document expliquant comment un service traite les donnees personnelles,Une application qui organise et suit les livraisons en temps reel,Un logiciel malveillant qui bloque les donnees et reclame une rancon,L'estimation d'une valeur future a partir de donnees passees,A,200,25,Une politique de confidentialite : le document expliquant comment un service traite les donnees personnelles.,"mixte,innovation,glossaire"
mix-0311,Challenge Mixte,mixte,moyen,Combien de departements compte la region : Est ?,9,4,5,10,B,200,25,La region : Est compte 4 departements.,"mixte,cameroun,geographie,regions"
mix-0312,Challenge Mixte,mixte,moyen,"Pour fabriquer un produit, un artisan depense 1 200 FCFA de matieres, 500 FCFA de main-d'oeuvre et 300 FCFA d'autres charges. Quel est son prix de revient ?",4 000 FCFA,800 FCFA,1 200 FCFA,2 000 FCFA,D,200,25,Prix de revient = 1 200 FCFA + 500 FCFA + 300 FCFA = 2 000 FCFA.,"mixte,entrepreneuriat,calcul,couts"
mix-0313,Challenge Mixte,mixte,facile,Quel est le principal benefice de cette demarche : faire connaitre une boutique aupres des habitants du quartier ?,Relancer les clients endormis au bon moment,Toucher des clients proches a faible cout,Observer l'etat des cultures sans se deplacer partout,Eviter les versions multiples et les pertes,B,100,20,Le gain principal : toucher des clients proches a faible cout.,"mixte,innovation,usages"
mix-0314,Challenge Mixte,mixte,moyen,"Dans le monde numerique, que designe un test utilisateur ?",Une observation de personnes reelles utilisant le produit,L'ecart entre ceux qui ont acces au numerique et ceux qui en sont prives,Une suite de caracteres donnant droit a une reduction en ligne,La capacite de stockage disponible sur un appareil,A,200,25,Un test utilisateur : une observation de personnes reelles utilisant le produit.,"mixte,innovation,glossaire"
mix-0315,Challenge Mixte,mixte,challenge,Quelle ecole de commerce publique est rattachee a l'Universite de Douala ?,L'ENSP,L'ESSEC de Douala,L'IRIC,L'ENAM,B,300,30,L'ESSEC de Douala forme aux metiers de la gestion.,"mixte,cameroun,culture"
mix-0316,Challenge Mixte,mixte,challenge,De quel pays Yoco est-il ou est-elle originaire ?,l'Afrique du Sud,la Tunisie,le Nigeria,l'Algerie,A,300,30,Yoco vient de ce pays : l'Afrique du Sud.,"mixte,innovation,afrique"
mix-0317,Challenge Mixte,mixte,moyen,"Dans le monde numerique, que designe la realite virtuelle ?",Une technologie qui plonge l'utilisateur dans un environnement entierement simule,Le traitement automatique de tache repetitives comme la saisie ou les relances,Un ecran qui rassemble les indicateurs cles d'une activite,"Un logiciel dont le code peut etre utilise, modifie et partage librement",A,200,25,La realite virtuelle : une technologie qui plonge l'utilisateur dans un environnement entierement simule.,"mixte,innovation,glossaire"
mix-0318,Challenge Mixte,mixte,moyen,Quel professionnel du numerique a pour mission de : Concevoir l'apparence et l'ergonomie des ecrans ?,un chef de projet numerique,un expert en cybersecurite,un specialiste du support client en ligne,un designer d'interface,D,200,25,Il s'agit d'un designer d'interface.,"mixte,innovation,metiers"
mix-0319,Challenge Mixte,mixte,facile,"Dans le monde numerique, que designe le wifi ?",Un dispositif qui suggere des contenus ou produits selon les gouts de l'utilisateur,Un ensemble d'informations organisees pour etre retrouvees facilement,Une technologie de connexion a internet sans fil sur une courte distance,Le plan des evolutions prevues pour un service numerique,C,100,20,Le wifi : une technologie de connexion a internet sans fil sur une courte distance.,"mixte,innovation,glossaire"
mix-0320,Challenge Mixte,mixte,challenge,Quelle information est la plus utile pour ameliorer une offre ?,L'avis du meilleur ami du fondateur,La superficie du local,Les retours des clients qui n'ont pas achete,Le nombre d'abonnes sur les reseaux,C,300,30,Comprendre les refus revele les freins a l'achat.,"mixte,entrepreneuriat,marketing"
mix-0321,Challenge Mixte,mixte,challenge,Quel est le chef-lieu du departement du Mvila ?,Mundemba,Kumbo,Ebolowa,Yagoua,C,300,30,"Ebolowa est le chef-lieu du Mvila, dans la region : Sud.","mixte,cameroun,geographie,departements"
mix-0322,Challenge Mixte,mixte,moyen,Quel est l'interet d'un argumentaire structure ?,Eviter de repondre aux questions,Reciter les caracteristiques techniques uniquement,Presenter les benefices clients de facon claire et convaincante,Parler le plus longtemps possible,C,200,25,"On vend des benefices, pas des caracteristiques.","mixte,entrepreneuriat,vente"
mix-0323,Challenge Mixte,mixte,challenge,Le chiffre d'affaires est passe de 400 000 FCFA a 500 000 FCFA en un an. Quel est le taux de croissance ?,12.5 %,50 %,20 %,25 %,D,300,30,Croissance = (nouveau - ancien) / ancien x 100 = 25 %.,"mixte,entrepreneuriat,calcul,indicateurs"
mix-0324,Challenge Mixte,mixte,moyen,Dans quel secteur d'activite AppsTech s'est-elle developpee ?,Les logiciels d'entreprise,Le streaming video,Les processeurs graphiques,Le streaming musical,A,200,25,AppsTech intervient dans : les logiciels d'entreprise.,"mixte,entrepreneuriat,figures"
mix-0325,Challenge Mixte,mixte,challenge,Une petite entreprise veut reduire la consommation d'electricite d'un atelier. Quelle solution numerique est la plus adaptee ?,Une imprimante 3D,La biometrie,La verification des sources,Des compteurs connectes et un suivi des consommations,D,300,30,"Pour reduire la consommation d'electricite d'un atelier, des compteurs connectes et un suivi des consommations est la reponse la plus directe.","mixte,innovation,usages"
mix-0326,Challenge Mixte,mixte,moyen,A quel besoin repond principalement cette solution : Un logiciel de gestion de stock avec code-barres ?,Identifier un client sans carte grace a son empreinte,Eviter de perdre du temps a compter le stock a la main,Vendre a des clients situes dans une autre ville,Eviter que la caisse ne soit fausse en fin de journee,B,200,25,Un logiciel de gestion de stock avec code-barres sert notamment a eviter de perdre du temps a compter le stock a la main.,"mixte,innovation,usages"
mix-0327,Challenge Mixte,mixte,challenge,"En entrepreneuriat, que designe un actionnariat salarie ?",Une jeune entreprise innovante qui cherche un modele economique reproductible,Le fait d'associer les employes au capital de l'entreprise,L'organisation des flux de marchandises et d'informations,La collecte de fonds aupres d'un grand nombre de personnes via une plateforme,B,300,30,Un actionnariat salarie : le fait d'associer les employes au capital de l'entreprise.,"mixte,entrepreneuriat,glossaire"
mix-0328,Challenge Mixte,mixte,challenge,"Un produit est achete 1 750 FCFA et vendu 2 500 FCFA. Quel est le taux de marge, calcule sur le prix de vente ?",42.9 %,70 %,30 %,15 %,C,300,30,Taux de marge = (PV - PA) / PV x 100 = 30 %.,"mixte,entrepreneuriat,calcul,marge"
mix-0329,Challenge Mixte,mixte,moyen,Que signifie le sigle APME dans le monde de l'entreprise ?,Communaute Economique et Monetaire de l'Afrique Centrale,Agence de Promotion des Petites et Moyennes Entreprises,Indicateur Cle de Performance,Organisation pour l'Harmonisation en Afrique du Droit des Affaires,B,200,25,APME : Agence de Promotion des Petites et Moyennes Entreprises.,"mixte,entrepreneuriat,sigles"
mix-0330,Challenge Mixte,mixte,moyen,"En entrepreneuriat, que designe une acquisition ?",Une reduction accordee sur le prix de vente,Le registre ou sont immatriculees les entreprises commerciales,Le rachat d'une entreprise par une autre,Une petite ou moyenne entreprise,C,200,25,Une acquisition : le rachat d'une entreprise par une autre.,"mixte,entrepreneuriat,glossaire"
mix-0331,Challenge Mixte,mixte,moyen,Dans quelle region du Cameroun se trouve la ville de Yaounde ?,Sud-Ouest,Extreme-Nord,Centre,Ouest,C,200,25,Yaounde est situee dans la region : Centre.,"mixte,cameroun,geographie,villes"
