id,category,category_slug,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit,explanation,tags
inn-0273,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Une reponse inventee par l'IA mais presentee comme vraie ?,une hallucination d'IA,l'anonymisation,la telemedecine,un systeme d'exploitation,A,200,25,Il s'agit d'une hallucination d'IA.,"innovation,glossaire"
inn-0274,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : L'appareil qui distribue la connexion internet dans un local ?,la double authentification,un routeur,une place de marche en ligne,un code-barres,B,200,25,Il s'agit d'un routeur.,"innovation,glossaire"
inn-0275,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un code qui distingue un element de tous les autres dans un systeme ?,un pixel de suivi,l'e-learning,un identifiant unique,un retour utilisateur,C,200,25,Il s'agit d'un identifiant unique.,"innovation,glossaire"
inn-0276,Innovation & IA,innovation-ia,facile,Une IA peut-elle se tromper ?,"Non, elle est infaillible","Non, elle refuse de repondre en cas de doute","Non, elle verifie toujours ses sources","Oui, elle peut produire des reponses fausses avec assurance",D,100,20,Les erreurs d'IA sont frequentes : il faut verifier.,"innovation,comprehension"
inn-0277,Innovation & IA,innovation-ia,challenge,Quelle machine est consideree comme l'un des premiers ordinateurs electroniques ?,L'ENIAC,Le Commodore 64,Le Raspberry Pi,Le Macintosh,A,300,30,L'ENIAC date des annees 1940.,"innovation,histoire"
inn-0278,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe l'hebergement web ?",La creation d'images nouvelles par un modele d'intelligence artificielle,Une suite d'instructions permettant de resoudre un probleme ou d'accomplir une tache,L'espace personnel cree pour acceder a un service en ligne,Le service qui stocke un site et le rend accessible en ligne,D,200,25,L'hebergement web : le service qui stocke un site et le rend accessible en ligne.,"innovation,glossaire"
inn-0279,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe une fuite de donnees ?",Le parcours qui mene un visiteur en ligne jusqu'a l'achat,Le composant specialise dans le traitement des images,La divulgation non autorisee d'informations detenues par une organisation,Une suite de caracteres donnant droit a une reduction en ligne,C,200,25,Une fuite de donnees : la divulgation non autorisee d'informations detenues par une organisation.,"innovation,glossaire"
inn-0280,Innovation & IA,innovation-ia,facile,A quelle categorie d'outils appartient un tableur ?,La formation,L'intelligence artificielle,La bureautique,La mesure,C,100,20,Un tableur appartient a cette categorie : la bureautique.,"innovation,outils"
inn-0281,Innovation & IA,innovation-ia,challenge,Pour quelle contribution Yann LeCun est-il ou est-elle connu(e) ?,la telegraphie sans fil,les avancees majeures de l'apprentissage profond,les reseaux de neurones convolutifs pour l'image,les protocoles de communication d'internet,C,300,30,Yann LeCun est associe(e) a les reseaux de neurones convolutifs pour l'image.,"innovation,histoire"
inn-0282,Innovation & IA,innovation-ia,moyen,Que designe un usage responsable de l'intelligence artificielle ?,Confier toutes les decisions a la machine,Utiliser l'IA sans jamais reflechir,Utiliser l'IA en verifiant ses resultats et en respectant les personnes et la loi,Cacher qu'on utilise une IA en toute circonstance,C,200,25,La supervision humaine est au coeur de l'IA responsable.,"innovation,comprehension"
inn-0283,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : L'estimation d'une valeur future a partir de donnees passees ?,une publication,un nom de domaine,la prediction,un profil utilisateur,C,200,25,Il s'agit de la prediction.,"innovation,glossaire"
inn-0284,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un remboursement en ligne ?",Le retour d'une somme au client via un canal numerique,Le volume d'internet mobile inclus dans un abonnement,Une approche qui limite les effets negatifs sociaux et ecologiques du numerique,Une offre de base gratuite completee par des options payantes,A,200,25,Un remboursement en ligne : le retour d'une somme au client via un canal numerique.,"innovation,glossaire"
inn-0285,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe la realite virtuelle ?",Une technologie qui plonge l'utilisateur dans un environnement entierement simule,Le traitement automatique de tache repetitives comme la saisie ou les relances,Un ecran qui rassemble les indicateurs cles d'une activite,"Un logiciel dont le code peut etre utilise, modifie et partage librement",A,200,25,La realite virtuelle : une technologie qui plonge l'utilisateur dans un environnement entierement simule.,"innovation,glossaire"
inn-0286,Innovation & IA,innovation-ia,moyen,Pour quelle contribution Arthur Zang est-il ou est-elle connu(e) ?,le premier algorithme destine a une machine,"le Cardiopad, tablette d'examen cardiaque",les protocoles de communication d'internet,l'expression intelligence artificielle,B,200,25,"Arthur Zang est associe(e) a le Cardiopad, tablette d'examen cardiaque.","innovation,histoire"
inn-0287,Innovation & IA,innovation-ia,facile,A quel besoin repond principalement cette solution : Un tableur avec formules automatiques ?,Recommander des produits complementaires a un acheteur en ligne,Trier automatiquement les commandes recues par messagerie,Reduire les erreurs de calcul dans les devis,Reduire le temps d'attente au guichet,C,100,20,Un tableur avec formules automatiques sert notamment a reduire les erreurs de calcul dans les devis.,"innovation,usages"
inn-0288,Innovation & IA,innovation-ia,moyen,Quelle est l'activite principale de Zipline ?,Les paiements en ligne pour commercants,La livraison medicale par drone,La formation et le placement de developpeurs,Le transfert d'argent mobile a bas cout,B,200,25,Zipline : la livraison medicale par drone (le Rwanda).,"innovation,afrique"
inn-0289,Innovation & IA,innovation-ia,moyen,Dans quel domaine Alan Turing a-t-il ou a-t-elle laisse sa marque ?,L'electronique,La programmation,Les transports,L'informatique,D,200,25,Alan Turing a marque ce domaine : L'informatique.,"innovation,histoire"
inn-0290,Innovation & IA,innovation-ia,challenge,Quelle est l'activite principale de SafeMotos ?,Le transfert d'argent par telephone,Le suivi de la sante maternelle par mobile,La formation et le placement de developpeurs,Le transport a moto securise,D,300,30,SafeMotos : le transport a moto securise (le Rwanda).,"innovation,afrique"
inn-0291,Innovation & IA,innovation-ia,moyen,Dans quel domaine Ada Lovelace a-t-il ou a-t-elle laisse sa marque ?,La programmation,L'electronique,Internet,L'energie,A,200,25,Ada Lovelace a marque ce domaine : La programmation.,"innovation,histoire"
inn-0292,Innovation & IA,innovation-ia,challenge,Dans quel domaine Vint Cerf a-t-il ou a-t-elle laisse sa marque ?,La programmation,L'energie,Internet,La sante,C,300,30,Vint Cerf a marque ce domaine : Internet.,"innovation,histoire"
inn-0293,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un prototype numerique ?",Une premiere version testable d'un service numerique,Un message d'information envoye regulierement a une liste d'abonnes,Le traitement de volumes de donnees trop importants pour les outils classiques,Un outil qui detecte et corrige les fautes dans un texte,A,200,25,Un prototype numerique : une premiere version testable d'un service numerique.,"innovation,glossaire"
inn-0294,Innovation & IA,innovation-ia,challenge,A quel besoin repond principalement cette solution : La realite augmentee ?,Travailler a plusieurs sur le meme document,Montrer un meuble dans le salon du client avant l'achat,Creer un site vitrine sans savoir programmer,Classer automatiquement des milliers de photos de produits,B,300,30,La realite augmentee sert notamment a montrer un meuble dans le salon du client avant l'achat.,"innovation,usages"
inn-0295,Innovation & IA,innovation-ia,facile,A quel besoin repond principalement cette solution : Une presence sur les reseaux sociaux locaux ?,Faire connaitre une boutique aupres des habitants du quartier,Vendre a des clients situes dans une autre ville,Surveiller l'humidite d'un champ pour declencher l'irrigation,Faire signer un contrat a distance,A,100,20,Une presence sur les reseaux sociaux locaux sert notamment a faire connaitre une boutique aupres des habitants du quartier.,"innovation,usages"
inn-0296,Innovation & IA,innovation-ia,moyen,Quel professionnel du numerique a pour mission de : Maintenir les serveurs et les infrastructures informatiques ?,un data scientist,un administrateur systeme,un specialiste du referencement,un ingenieur en intelligence artificielle,B,200,25,Il s'agit d'un administrateur systeme.,"innovation,metiers"
inn-0297,Innovation & IA,innovation-ia,facile,Quel est le principal benefice de cette demarche : eviter que la caisse ne soit fausse en fin de journee ?,Suivre chaque vente et fiabiliser les comptes,Traiter un grand volume sans travail manuel,Servir la diaspora et les clients internationaux,Aider le client a se projeter et reduire les retours,A,100,20,Le gain principal : suivre chaque vente et fiabiliser les comptes.,"innovation,usages"
inn-0298,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : La page qui presente une personne ou une entreprise sur une plateforme ?,un fichier,un identifiant,un ordinateur portable,un profil en ligne,D,100,20,Il s'agit d'un profil en ligne.,"innovation,glossaire"
inn-0299,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe le deepfake ?",Un commentaire public laisse par un acheteur sur un produit ou un service,Le code qui permet de retrouver une operation de paiement,Un contenu video ou audio truque de facon realiste par intelligence artificielle,La liste des pages consultees par un utilisateur,C,200,25,Le deepfake : un contenu video ou audio truque de facon realiste par intelligence artificielle.,"innovation,glossaire"
inn-0300,Innovation & IA,innovation-ia,moyen,Pour quelle contribution Alexander Fleming est-il ou est-elle connu(e) ?,les protocoles de communication d'internet,l'expression intelligence artificielle,l'usage du symbole arobase dans les adresses e-mail,la penicilline,D,200,25,Alexander Fleming est associe(e) a la penicilline.,"innovation,histoire"
inn-0301,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un titre qui protege une invention technique pendant une duree limitee ?,un brevet d'invention,la publicite ciblee,un PDF,une base de donnees,A,200,25,Il s'agit d'un brevet d'invention.,"innovation,glossaire"
inn-0302,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Le stockage et le traitement de donnees sur des serveurs accessibles par internet ?,une application mobile,un contrat de maintenance,le cloud,un tutoriel,C,200,25,Il s'agit du cloud.,"innovation,glossaire"
inn-0303,Innovation & IA,innovation-ia,moyen,Quel usage de l'IA reste deconseille sans verification humaine ?,La creation d'un brouillon de publication,La generation d'idees de brainstorming,La production de documents juridiques ou medicaux engageants,La reformulation d'un texte interne,C,200,25,"Plus l'enjeu est fort, plus la supervision est necessaire.","innovation,comprehension"
inn-0304,Innovation & IA,innovation-ia,facile,Quel est le principal benefice de cette demarche : traduire une fiche produit en anglais pour la vendre au Nigeria ?,Reduire le risque de piratage,Gagner du temps et toucher un nouveau marche,Toucher des clients proches a faible cout,Gagner du temps et limiter les erreurs,B,100,20,Le gain principal : gagner du temps et toucher un nouveau marche.,"innovation,usages"
inn-0305,Innovation & IA,innovation-ia,challenge,Quelle est l'activite principale de InstaDeep ?,Le suivi de la sante maternelle par mobile,La conception de drones civils,L'intelligence artificielle appliquee aux entreprises,La distribution de produits agricoles,C,300,30,InstaDeep : l'intelligence artificielle appliquee aux entreprises (la Tunisie).,"innovation,afrique"
inn-0306,Innovation & IA,innovation-ia,facile,A quoi sert principalement un assistant IA conversationnel ?,Enregistrer les operations financieres de l'entreprise,"Obtenir de l'aide pour rediger, resumer ou expliquer",Suivre les entrees et sorties de marchandises,Suivre l'avancement du travail d'une equipe,B,100,20,"Un assistant IA conversationnel sert a : obtenir de l'aide pour rediger, resumer ou expliquer.","innovation,outils"
inn-0307,Innovation & IA,innovation-ia,moyen,Quel est le principal benefice de cette demarche : eviter de ressaisir les factures a la main ?,Donner acces a l'information sans vendeur disponible,Produire des visuels corrects a faible cout,Traiter un grand volume sans travail manuel,Gagner du temps et limiter les erreurs,D,200,25,Le gain principal : gagner du temps et limiter les erreurs.,"innovation,usages"
inn-0308,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un appareil externe relie a un ordinateur ?,un peripherique,un rancongiciel,une imprimante 3D,un videoprojecteur,A,200,25,Il s'agit d'un peripherique.,"innovation,glossaire"
inn-0309,Innovation & IA,innovation-ia,challenge,Quel terme correspond a cette definition : Le tri automatique d'elements dans des categories predefinies ?,un agent conversationnel de service client,un modele freemium,la classification automatique,une publication,C,300,30,Il s'agit de la classification automatique.,"innovation,glossaire"
inn-0310,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Une observation de personnes reelles utilisant le produit ?,un prototype numerique,un test utilisateur,un profil en ligne,un forum,B,200,25,Il s'agit d'un test utilisateur.,"innovation,glossaire"
inn-0311,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe la reconnaissance faciale ?",Une suite secrete de caracteres qui protege l'acces a un compte,Une representation geographique consultable en ligne,L'identification d'une personne a partir de l'image de son visage,Le nom d'utilisateur qui permet de se connecter a un service,C,200,25,La reconnaissance faciale : l'identification d'une personne a partir de l'image de son visage.,"innovation,glossaire"
inn-0312,Innovation & IA,innovation-ia,moyen,Quel professionnel du numerique a pour mission de : Exploiter les donnees pour aider a decider ?,un administrateur systeme,un analyste de donnees,un developpeur web,un designer d'experience utilisateur,B,200,25,Il s'agit d'un analyste de donnees.,"innovation,metiers"
inn-0313,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe un videoprojecteur ?",La determination de la position geographique d'un appareil,La maniere dont les donnees d'un fichier sont structurees,Un appareil qui affiche une image sur un grand ecran ou un mur,L'usage de donnees et de capteurs pour optimiser les cultures,C,100,20,Un videoprojecteur : un appareil qui affiche une image sur un grand ecran ou un mur.,"innovation,glossaire"
inn-0314,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Une proposition de prix transmise par un canal numerique ?,un dossier,un devis en ligne,un identifiant unique,un serveur,B,100,20,Il s'agit d'un devis en ligne.,"innovation,glossaire"
inn-0315,Innovation & IA,innovation-ia,facile,Qui est a l'origine de cette avancee : l'ampoule electrique commercialisable ?,Thomas Edison,Alexander Graham Bell,Yann LeCun,Tim Berners-Lee,A,100,20,Il s'agit de Thomas Edison.,"innovation,histoire"
inn-0316,Innovation & IA,innovation-ia,facile,A quel besoin repond principalement cette solution : Un outil de creation graphique en ligne ?,Creer un visuel de communication sans graphiste,Reduire la consommation d'electricite d'un atelier,Identifier un client sans carte grace a son empreinte,Encaisser un client qui n'a pas d'argent liquide,A,100,20,Un outil de creation graphique en ligne sert notamment a creer un visuel de communication sans graphiste.,"innovation,usages"
inn-0317,Innovation & IA,innovation-ia,challenge,De quel pays Andela est-il ou est-elle originaire ?,le Cameroun,le Nigeria,l'Algerie,le Kenya,B,300,30,Andela vient de ce pays : le Nigeria.,"innovation,afrique"
inn-0318,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe une notification push ?",La consultation medicale realisee a distance grace aux outils numeriques,Une technologie de cable permettant des debits internet tres eleves,Un message envoye par une application sur l'ecran du telephone,L'assistance apportee aux utilisateurs en cas de probleme,C,100,20,Une notification push : un message envoye par une application sur l'ecran du telephone.,"innovation,glossaire"
inn-0319,Innovation & IA,innovation-ia,moyen,Quel est le principal benefice de cette demarche : garder une trace ecrite de tous les echanges avec un client ?,Echanger sans frais de deplacement,Assurer la continuite du suivi commercial,Servir une clientele plus large,Reduire les erreurs et le temps de saisie,B,200,25,Le gain principal : assurer la continuite du suivi commercial.,"innovation,usages"
inn-0320,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe un virus informatique ?",Un petit element qui mesure le comportement des visiteurs d'un site,Un service qui trouve des pages web a partir de mots-cles,Un programme malveillant qui se propage et endommage un systeme,Le composant specialise dans le traitement des images,C,100,20,Un virus informatique : un programme malveillant qui se propage et endommage un systeme.,"innovation,glossaire"
inn-0321,Innovation & IA,innovation-ia,facile,Quel est le principal benefice de cette demarche : envoyer un rappel de rendez-vous aux clients ?,Suivre chaque vente et fiabiliser les comptes,Relancer les clients endormis au bon moment,Reduire les rendez-vous manques,Mieux dimensionner les achats et les stocks,C,100,20,Le gain principal : reduire les rendez-vous manques.,"innovation,usages"
inn-0322,Innovation & IA,innovation-ia,moyen,Une petite entreprise veut photographier de grandes parcelles agricoles rapidement. Quelle solution numerique est la plus adaptee ?,Une visioconference,Un drone,Un envoi automatique de SMS ou de notifications,Une plateforme de formation en ligne,B,200,25,"Pour photographier de grandes parcelles agricoles rapidement, un drone est la reponse la plus directe.","innovation,usages"
inn-0323,Innovation & IA,innovation-ia,challenge,"Dans le monde numerique, que designe la vision par ordinateur ?",Le tri automatique d'elements dans des categories predefinies,La capacite d'un systeme a interpreter des images,Une plateforme permettant de publier et d'echanger avec une communaute,L'ensemble des techniques qui ameliorent la visibilite d'un site dans les recherches,B,300,30,La vision par ordinateur : la capacite d'un systeme a interpreter des images.,"innovation,glossaire"
inn-0324,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe un resume automatique ?",La production par une machine d'une version courte d'un texte long,La suppression des elements permettant d'identifier une personne dans un jeu de donnees,L'organisation prevue pour maintenir l'activite malgre un incident,Le partage de la connexion internet d'un telephone avec d'autres appareils,A,200,25,Un resume automatique : la production par une machine d'une version courte d'un texte long.,"innovation,glossaire"
inn-0325,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Une technologie de connexion a internet sans fil sur une courte distance ?,un biais algorithmique,le wifi,la transformation digitale,un compte utilisateur,B,100,20,Il s'agit du wifi.,"innovation,glossaire"
inn-0326,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : L'espace qui rassemble les produits selectionnes avant le paiement ?,un panier d'achat,un service de livraison connecte,un scanner,un dossier,A,100,20,Il s'agit d'un panier d'achat.,"innovation,glossaire"
inn-0327,Innovation & IA,innovation-ia,facile,Quel outil numerique permet de : Detecter et neutraliser les logiciels malveillants ?,une application de messagerie instantanee,un scanner de documents sur telephone,un VPN,un antivirus,D,100,20,Il s'agit d'un antivirus.,"innovation,outils"
inn-0328,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe une application web ?","Un service utilisable directement depuis un navigateur, sans installation",Un ensemble d'informations organisees pour etre retrouvees facilement,Le fait de quitter un site sans finaliser sa commande,La transformation automatique de la parole en texte,A,200,25,"Une application web : un service utilisable directement depuis un navigateur, sans installation.","innovation,glossaire"
inn-0329,Innovation & IA,innovation-ia,facile,Quel avantage le mobile money apporte-t-il a un commercant de quartier ?,Eviter de servir les clients,Encaisser sans especes et garder une trace de ses ventes,Garantir un benefice,Supprimer ses fournisseurs,B,100,20,Il securise et trace les encaissements.,"innovation,afrique"
inn-0330,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe un moteur de traduction ?",Le document decrivant precisement les fonctions attendues d'un outil,Une mesure chiffree du fonctionnement d'un service en ligne,Une innovation qui bouleverse un marche et remplace les solutions existantes,Un systeme qui convertit automatiquement un texte d'une langue a une autre,D,100,20,Un moteur de traduction : un systeme qui convertit automatiquement un texte d'une langue a une autre.,"innovation,glossaire"
inn-0331,Innovation & IA,innovation-ia,challenge,Que faut-il faire dans cette situation : vous jetez un ancien ordinateur sans effacer son disque ?,Interdire cette pratique et n'installer que des logiciels legitimes,Eviter les operations sensibles sur un reseau public non securise,Effacer securise le disque avant de vous en separer,Desactiver immediatement ses comptes et acces,C,300,30,Bonne pratique : effacer securise le disque avant de vous en separer.,"innovation,cybersecurite"
inn-0332,Innovation & IA,innovation-ia,moyen,Qui est a l'origine de cette avancee : le World Wide Web ?,Vint Cerf,Johannes Gutenberg,Tim Berners-Lee,Ray Tomlinson,C,200,25,Il s'agit de Tim Berners-Lee.,"innovation,histoire"
inn-0333,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Le delai entre la demande d'un utilisateur et la reponse recue ?,un temps de reponse,une documentation utilisateur,un indicateur numerique,la classification automatique,A,100,20,Il s'agit d'un temps de reponse.,"innovation,glossaire"
inn-0334,Innovation & IA,innovation-ia,facile,Pour quelle contribution Thomas Edison est-il ou est-elle connu(e) ?,le World Wide Web,l'ampoule electrique commercialisable,le test de Turing et les bases de l'informatique moderne,les premiers ordinateurs Apple,B,100,20,Thomas Edison est associe(e) a l'ampoule electrique commercialisable.,"innovation,histoire"
inn-0335,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe une politique de confidentialite ?",Le document expliquant comment un service traite les donnees personnelles,Une application qui organise et suit les livraisons en temps reel,Un logiciel malveillant qui bloque les donnees et reclame une rancon,L'estimation d'une valeur future a partir de donnees passees,A,200,25,Une politique de confidentialite : le document expliquant comment un service traite les donnees personnelles.,"innovation,glossaire"
inn-0336,Innovation & IA,innovation-ia,challenge,Quel terme correspond a cette definition : Une innovation qui obtient un resultat utile avec des moyens tres limites ?,un code QR,un panier d'achat,un site frauduleux,l'innovation frugale,D,300,30,Il s'agit de l'innovation frugale.,"innovation,glossaire"
inn-0337,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Une tentative de vol d'informations en se faisant passer pour un organisme de confiance ?,le phishing,le wifi,un logiciel de caisse,la numerisation,A,200,25,Il s'agit du phishing.,"innovation,glossaire"
inn-0338,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un ecran qui rassemble les indicateurs cles d'une activite ?,un tableau de bord numerique,un paiement fractionne,une base de donnees,l'interface,A,200,25,Il s'agit d'un tableau de bord numerique.,"innovation,glossaire"
inn-0339,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe une imprimante 3D ?","Un aeronef sans pilote a bord, pilote a distance ou automatiquement",Une machine qui fabrique un objet en deposant de la matiere couche par couche,Un commentaire public laisse par un acheteur sur un produit ou un service,Un logiciel qui organise des donnees en lignes et colonnes et effectue des calculs,B,200,25,Une imprimante 3D : une machine qui fabrique un objet en deposant de la matiere couche par couche.,"innovation,glossaire"
inn-0340,Innovation & IA,innovation-ia,challenge,Quel terme correspond a cette definition : La prise de decisions fondee sur des chiffres mesures plutot que sur l'intuition ?,le pilotage par la donnee,l'informatique en periphérie,un cahier des charges numerique,un algorithme,A,300,30,Il s'agit du pilotage par la donnee.,"innovation,glossaire"
inn-0341,Innovation & IA,innovation-ia,moyen,Quel est le principal benefice de cette demarche : fabriquer une piece de rechange unique rapidement ?,Augmenter le panier moyen,Rassurer le client et augmenter les reservations,Reduire les erreurs et le temps de saisie,Produire a l'unite sans outillage industriel,D,200,25,Le gain principal : produire a l'unite sans outillage industriel.,"innovation,usages"
inn-0342,Innovation & IA,innovation-ia,facile,Quel est le principal benefice de cette demarche : permettre a un client de retrouver une fiche produit en magasin ?,Produire des visuels corrects a faible cout,Donner acces a l'information sans vendeur disponible,Fiabiliser les chiffres transmis aux clients,Observer l'etat des cultures sans se deplacer partout,B,100,20,Le gain principal : donner acces a l'information sans vendeur disponible.,"innovation,usages"
inn-0343,Innovation & IA,innovation-ia,moyen,A quel besoin repond principalement cette solution : Un drone ?,Photographier de grandes parcelles agricoles rapidement,Traduire une fiche produit en anglais pour la vendre au Nigeria,Reduire les erreurs de calcul dans les devis,Rediger une premiere version d'annonce publicitaire,A,200,25,Un drone sert notamment a photographier de grandes parcelles agricoles rapidement.,"innovation,usages"
inn-0344,Innovation & IA,innovation-ia,facile,A quel besoin repond principalement cette solution : Un agenda partage en ligne ?,Gerer les plannings d'une equipe dispersee,Eviter que la caisse ne soit fausse en fin de journee,Fabriquer une piece de rechange unique rapidement,Travailler a plusieurs sur le meme document,A,100,20,Un agenda partage en ligne sert notamment a gerer les plannings d'une equipe dispersee.,"innovation,usages"
inn-0345,Innovation & IA,innovation-ia,facile,Une petite entreprise veut permettre a un client de retrouver une fiche produit en magasin. Quelle solution numerique est la plus adaptee ?,Une newsletter ou une liste de diffusion,Un code QR imprime sur l'etiquette,La geolocalisation via une application,Un logiciel de caisse,B,100,20,"Pour permettre a un client de retrouver une fiche produit en magasin, un code qr imprime sur l'etiquette est la reponse la plus directe.","innovation,usages"
inn-0346,Innovation & IA,innovation-ia,moyen,De quel pays Kiro'o Games est-il ou est-elle originaire ?,le Kenya,le Cameroun,la Tunisie,l'Algerie,B,200,25,Kiro'o Games vient de ce pays : le Cameroun.,"innovation,afrique"
inn-0347,Innovation & IA,innovation-ia,challenge,Quel est le principal benefice de cette demarche : detecter une transaction bancaire anormale ?,Communiquer a grande echelle a faible cout,Limiter les pertes financieres,Decider a partir de chiffres reels,Gagner du temps et limiter les erreurs,B,300,30,Le gain principal : limiter les pertes financieres.,"innovation,usages"
inn-0348,Innovation & IA,innovation-ia,challenge,"Dans le monde numerique, que designe un test de charge ?",Une premiere version testable d'un service numerique,La transformation de donnees en un format illisible sans la cle appropriee,Une verification du comportement d'un service face a un grand nombre d'utilisateurs,Une machine programmable capable d'executer des taches physiques,C,300,30,Un test de charge : une verification du comportement d'un service face a un grand nombre d'utilisateurs.,"innovation,glossaire"
inn-0349,Innovation & IA,innovation-ia,moyen,Quel terme correspond a cette definition : Un dispositif qui recompense les achats repetes via une application ?,le pilotage par la donnee,un programme de fidelite numerique,la maintenance,un chatbot de support,B,200,25,Il s'agit d'un programme de fidelite numerique.,"innovation,glossaire"
inn-0350,Innovation & IA,innovation-ia,challenge,Quel terme correspond a cette definition : Le parcours qui mene un visiteur en ligne jusqu'a l'achat ?,le taux d'engagement,un tunnel de conversion,un navigateur,la supervision humaine,B,300,30,Il s'agit d'un tunnel de conversion.,"innovation,glossaire"
inn-0351,Innovation & IA,innovation-ia,moyen,Quelle est l'activite principale de Wave ?,Le paiement et le transfert par telephone,Le suivi de la sante maternelle par mobile,La formation et le placement de developpeurs,Le transfert d'argent mobile a bas cout,D,200,25,Wave : le transfert d'argent mobile a bas cout (le Senegal).,"innovation,afrique"
inn-0352,Innovation & IA,innovation-ia,facile,A quel besoin repond principalement cette solution : Une newsletter ou une liste de diffusion ?,Envoyer une information a tous ses clients d'un coup,Traduire une fiche produit en anglais pour la vendre au Nigeria,Reduire les erreurs de calcul dans les devis,Creer un visuel de communication sans graphiste,A,100,20,Une newsletter ou une liste de diffusion sert notamment a envoyer une information a tous ses clients d'un coup.,"innovation,usages"
inn-0353,Innovation & IA,innovation-ia,moyen,De quel pays Glotelho est-il ou est-elle originaire ?,le Cameroun,le Kenya,l'Afrique du Sud,le Nigeria,A,200,25,Glotelho vient de ce pays : le Cameroun.,"innovation,afrique"
inn-0354,Innovation & IA,innovation-ia,moyen,"Dans le monde numerique, que designe une signature electronique ?",L'ensemble des moyens qui protegent les systemes et les donnees contre les attaques,Un procede qui authentifie un signataire sur un document numerique,L'espace qui rassemble les produits selectionnes avant le paiement,Un programme qui dialogue automatiquement avec les utilisateurs,B,200,25,Une signature electronique : un procede qui authentifie un signataire sur un document numerique.,"innovation,glossaire"
inn-0355,Innovation & IA,innovation-ia,challenge,En quelle annee l'expression intelligence artificielle a-t-elle ete officiellement proposee ?,1985,2010,1912,1956,D,300,30,Lors de la conference de Dartmouth en 1956.,"innovation,histoire"
inn-0356,Innovation & IA,innovation-ia,facile,Quel terme correspond a cette definition : Une suite de caracteres donnant droit a une reduction en ligne ?,un recu electronique,un faux profil,un ecran tactile,un code promotionnel,D,100,20,Il s'agit d'un code promotionnel.,"innovation,glossaire"
inn-0357,Innovation & IA,innovation-ia,moyen,Quel est le principal benefice de cette demarche : creer un site vitrine sans savoir programmer ?,Etre visible en ligne rapidement,Assurer la continuite du suivi commercial,Augmenter le panier moyen,Produire rapidement un brouillon a corriger ensuite,A,200,25,Le gain principal : etre visible en ligne rapidement.,"innovation,usages"
inn-0358,Innovation & IA,innovation-ia,facile,"Dans le monde numerique, que designe un robot ?",La protection des informations personnelles dans les usages en ligne,Une securite qui demande un second element de verification en plus du mot de passe,Une machine programmable capable d'executer des taches physiques,Un message texte court envoye par le reseau telephonique,C,100,20,Un robot : une machine programmable capable d'executer des taches physiques.,"innovation,glossaire"
inn-0359,Innovation & IA,innovation-ia,moyen,Une petite entreprise veut fabriquer une piece de rechange unique rapidement. Quelle solution numerique est la plus adaptee ?,Un envoi automatique de SMS ou de notifications,Un tableau de bord de suivi des ventes,Une imprimante 3D,La reconnaissance vocale,C,200,25,"Pour fabriquer une piece de rechange unique rapidement, une imprimante 3d est la reponse la plus directe.","innovation,usages"
inn-0360,Innovation & IA,innovation-ia,moyen,Quelle situation justifie cette bonne pratique : Ne pas payer et verifier l'identite du vendeur ?,Vous utilisez le meme mot de passe pour tous vos comptes,Une application demande l'acces a tous vos contacts sans raison,Votre logiciel affiche depuis des mois un message de mise a jour,Un site vous demande de payer sans afficher aucune mention legale,D,200,25,Cette pratique repond au cas suivant : un site vous demande de payer sans afficher aucune mention legale.,"innovation,cybersecurite"
